Word	Category	Lemma
coolness	Level 01	cool
cools	Level 01	cool
uncool	Level 01	cool
uncooled	Level 01	cool
corner	Level 01	corner
cornered	Level 01	corner
cornering	Level 01	corner
corners	Level 01	corner
cornerstone	Level 01	corner
cornerstones	Level 01	corner
cost	Level 01	cost
costed	Level 01	cost
costing	Level 01	cost
costings	Level 01	cost
costless	Level 01	cost
costlier	Level 01	cost
costliest	Level 01	cost
costly	Level 01	cost
costs	Level 01	cost
could	Level 01	could
couldn	Level 01	could
count	Level 01	count
countable	Level 01	count
counted	Level 01	count
counting	Level 01	count
countless	Level 01	count
counts	Level 01	count
recount	Level 01	count
recounted	Level 01	count
recounting	Level 01	count
recounts	Level 01	count
uncountable	Level 01	count
uncounted	Level 01	count
countdown	Level 01	count
countdowns	Level 01	count
undercount	Level 01	count
undercounts	Level 01	count
country	Level 01	country
countries	Level 01	country
countryside	Level 01	country
couple	Level 01	couple
coupled	Level 01	couple
couples	Level 01	couple
coupling	Level 01	couple
couplings	Level 01	couple
uncoupled	Level 01	couple
course	Level 01	course
courses	Level 01	course
coursework	Level 01	course
cover	Level 01	cover
coverage	Level 01	cover
covered	Level 01	cover
covering	Level 01	cover
coverings	Level 01	cover
coverlet	Level 01	cover
coverlets	Level 01	cover
covers	Level 01	cover
uncover	Level 01	cover
uncovered	Level 01	cover
uncovering	Level 01	cover
uncovers	Level 01	cover
coverall	Level 01	cover
coveralls	Level 01	cover
crazy	Level 01	crazy
crazier	Level 01	crazy
crazies	Level 01	crazy
craziest	Level 01	crazy
crazily	Level 01	crazy
craziness	Level 01	crazy
cross	Level 01	cross
crossed	Level 01	cross
crosses	Level 01	cross
crossing	Level 01	cross
crossings	Level 01	cross
crosslike	Level 01	cross
crossly	Level 01	cross
crossness	Level 01	cross
uncrossed	Level 01	cross
crossover	Level 01	cross
crossovers	Level 01	cross
crosscut	Level 01	cross
crosscuts	Level 01	cross
crosscutting	Level 01	cross
cut	Level 01	cut
cuts	Level 01	cut
cutter	Level 01	cut
cutters	Level 01	cut
cutting	Level 01	cut
cuttings	Level 01	cut
uncut	Level 01	cut
cutaway	Level 01	cut
cutaways	Level 01	cut
cutback	Level 01	cut
cutbacks	Level 01	cut
cutoff	Level 01	cut
cutout	Level 01	cut
cutouts	Level 01	cut
danger	Level 01	danger
dangerous	Level 01	danger
dangerously	Level 01	danger
dangers	Level 01	danger
endanger	Level 01	danger
endangered	Level 01	danger
endangering	Level 01	danger
endangerment	Level 01	danger
endangerments	Level 01	danger
endangers	Level 01	danger
dark	Level 01	dark
darken	Level 01	dark
darkened	Level 01	dark
darkener	Level 01	dark
darkeners	Level 01	dark
darkening	Level 01	dark
darkens	Level 01	dark
darker	Level 01	dark
darkest	Level 01	dark
darkie	Level 01	dark
darkies	Level 01	dark
darkly	Level 01	dark
darkness	Level 01	dark
darky	Level 01	dark
darkroom	Level 01	dark
darkrooms	Level 01	dark
date	Level 01	date
datable	Level 01	date
dated	Level 01	date
dates	Level 01	date
dating	Level 01	date
undated	Level 01	date
dateline	Level 01	date
playdate	Level 01	date
playdates	Level 01	date
day	Level 01	day
dailies	Level 01	day
daily	Level 01	day
daylight	Level 01	day
daylights	Level 01	day
days	Level 01	day
midday	Level 01	day
daytime	Level 01	day
daytimes	Level 01	day
workday	Level 01	day
workdays	Level 01	day
dead	Level 01	dead
deaden	Level 01	dead
deadened	Level 01	dead
deadening	Level 01	dead
deadens	Level 01	dead
deadlier	Level 01	dead
deadliest	Level 01	dead
deadly	Level 01	dead
undead	Level 01	dead
deadweight	Level 01	dead
deadweights	Level 01	dead
deal	Level 01	deal
dealer	Level 01	deal
dealers	Level 01	deal
dealership	Level 01	deal
dealerships	Level 01	deal
dealing	Level 01	deal
dealings	Level 01	deal
deals	Level 01	deal
dealt	Level 01	deal
undealt	Level 01	deal
death	Level 01	death
deathless	Level 01	death
deathlessly	Level 01	death
deathlike	Level 01	death
deathly	Level 01	death
deaths	Level 01	death
decide	Level 01	decide
decided	Level 01	decide
decidedly	Level 01	decide
decider	Level 01	decide
deciders	Level 01	decide
decides	Level 01	decide
deciding	Level 01	decide
undecided	Level 01	decide
deep	Level 01	deep
deepen	Level 01	deep
deepened	Level 01	deep
deepening	Level 01	deep
deepens	Level 01	deep
deeper	Level 01	deep
deepest	Level 01	deep
deeply	Level 01	deep
depth	Level 01	deep
depths	Level 01	deep
definite	Level 01	definite
definitely	Level 01	definite
indefinite	Level 01	definite
indefinitely	Level 01	definite
degree	Level 01	degree
deg	Level 01	degree
degrees	Level 01	degree
depend	Level 01	depend
dependability	Level 01	depend
dependable	Level 01	depend
dependably	Level 01	depend
dependant	Level 01	depend
dependants	Level 01	depend
depended	Level 01	depend
dependent	Level 01	depend
dependents	Level 01	depend
depending	Level 01	depend
depends	Level 01	depend
undependable	Level 01	depend
die	Level 01	die
died	Level 01	die
dies	Level 01	die
dying	Level 01	die
undying	Level 01	die
diehard	Level 01	die
diehards	Level 01	die
hards	Level 01	die
difference	Level 01	difference
differences	Level 01	difference
different	Level 01	different
differently	Level 01	different
difficult	Level 01	difficult
difficulties	Level 01	difficult
difficulty	Level 01	difficult
discover	Level 01	discover
discovered	Level 01	discover
discoverer	Level 01	discover
discoverers	Level 01	discover
discoveries	Level 01	discover
discovering	Level 01	discover
discovers	Level 01	discover
discovery	Level 01	discover
rediscover	Level 01	discover
rediscovered	Level 01	discover
rediscoveries	Level 01	discover
rediscovering	Level 01	discover
rediscovers	Level 01	discover
rediscovery	Level 01	discover
undiscovered	Level 01	discover
do	Level 01	do
did	Level 01	do
didn	Level 01	do
doer	Level 01	do
doers	Level 01	do
does	Level 01	do
doesn	Level 01	do
doin	Level 01	do
doing	Level 01	do
doings	Level 01	do
don	Level 01	do
done	Level 01	do
redid	Level 01	do
redo	Level 01	do
redoes	Level 01	do
redoing	Level 01	do
redone	Level 01	do
undid	Level 01	do
undo	Level 01	do
undoes	Level 01	do
undoing	Level 01	do
undone	Level 01	do
doable	Level 01	do
doctor	Level 01	doctor
doc	Level 01	doctor
docs	Level 01	doctor
doctored	Level 01	doctor
doctoring	Level 01	doctor
doctors	Level 01	doctor
dr	Level 01	doctor
dog	Level 01	dog
doggie	Level 01	dog
doggies	Level 01	dog
doggy	Level 01	dog
dogs	Level 01	dog
dogfight	Level 01	dog
dogfighting	Level 01	dog
dogfights	Level 01	dog
watchdog	Level 01	dog
watchdogs	Level 01	dog
door	Level 01	door
doors	Level 01	door
indoor	Level 01	door
indoors	Level 01	door
outdoor	Level 01	door
outdoors	Level 01	door
doorway	Level 01	door
doorways	Level 01	door
doorstep	Level 01	door
doorsteps	Level 01	door
outdoorsman	Level 01	door
outdoorsmen	Level 01	door
outdoorsy	Level 01	door
backdoor	Level 01	door
double	Level 01	double
doubled	Level 01	double
doubles	Level 01	double
doubling	Level 01	double
doubly	Level 01	double
redouble	Level 01	double
redoubled	Level 01	double
redoubles	Level 01	double
redoubling	Level 01	double
doubt	Level 01	doubt
doubted	Level 01	doubt
doubter	Level 01	doubt
doubters	Level 01	doubt
doubtful	Level 01	doubt
doubtfully	Level 01	doubt
doubting	Level 01	doubt
doubtless	Level 01	doubt
doubts	Level 01	doubt
undoubtably	Level 01	doubt
undoubted	Level 01	doubt
undoubtedly	Level 01	doubt
down	Level 01	down
downed	Level 01	down
downing	Level 01	down
downings	Level 01	down
downs	Level 01	down
downward	Level 01	down
downwards	Level 01	down
letdown	Level 01	down
letdowns	Level 01	down
draw	Level 01	draw
drawing	Level 01	draw
drawings	Level 01	draw
drawn	Level 01	draw
draws	Level 01	draw
drew	Level 01	draw
redraw	Level 01	draw
redrawing	Level 01	draw
redrawn	Level 01	draw
redraws	Level 01	draw
redrew	Level 01	draw
undrawn	Level 01	draw
dream	Level 01	dream
dreamed	Level 01	dream
dreamer	Level 01	dream
dreamers	Level 01	dream
dreamily	Level 01	dream
dreaming	Level 01	dream
dreamless	Level 01	dream
dreamlessly	Level 01	dream
dreamlike	Level 01	dream
dreams	Level 01	dream
dreamt	Level 01	dream
dreamy	Level 01	dream
undreamed	Level 01	dream
undreamt	Level 01	dream
daydream	Level 01	dream
daydreamed	Level 01	dream
daydreamer	Level 01	dream
daydreamers	Level 01	dream
daydreaming	Level 01	dream
daydreams	Level 01	dream
drink	Level 01	drink
drank	Level 01	drink
drinkable	Level 01	drink
drinker	Level 01	drink
drinkers	Level 01	drink
drinking	Level 01	drink
drinks	Level 01	drink
drunk	Level 01	drink
drunks	Level 01	drink
undrunk	Level 01	drink
drive	Level 01	drive
driven	Level 01	drive
driver	Level 01	drive
drivers	Level 01	drive
drives	Level 01	drive
driving	Level 01	drive
drove	Level 01	drive
driveway	Level 01	drive
driveways	Level 01	drive
drop	Level 01	drop
droplet	Level 01	drop
droplets	Level 01	drop
dropped	Level 01	drop
dropper	Level 01	drop
droppers	Level 01	drop
dropping	Level 01	drop
droppings	Level 01	drop
drops	Level 01	drop
dropout	Level 01	drop
dropouts	Level 01	drop
backdrop	Level 01	drop
backdrops	Level 01	drop
drug	Level 01	drug
drugged	Level 01	drug
druggie	Level 01	drug
druggies	Level 01	drug
drugging	Level 01	drug
drugs	Level 01	drug
drugstore	Level 01	drug
drugstores	Level 01	drug
dugout	Level 01	drug
dugouts	Level 01	drug
dry	Level 01	dry
dried	Level 01	dry
drier	Level 01	dry
driers	Level 01	dry
dries	Level 01	dry
driest	Level 01	dry
drily	Level 01	dry
dryer	Level 01	dry
dryers	Level 01	dry
drying	Level 01	dry
dryly	Level 01	dry
dryness	Level 01	dry
during	Level 01	during
each	Level 01	each
early	Level 01	early
earlier	Level 01	early
earliest	Level 01	early
earliness	Level 01	early
east	Level 01	east
easterlies	Level 01	east
easterly	Level 01	east
eastward	Level 01	east
eastwards	Level 01	east
southeast	Level 01	east
southeastern	Level 01	east
southeasterners	Level 01	east
southward	Level 01	east
southwards	Level 01	east
southwest	Level 01	east
southwesterlies	Level 01	east
southwesterly	Level 01	east
southwestern	Level 01	east
southwesterner	Level 01	east
southwesterners	Level 01	east
sse	Level 01	east
ssw	Level 01	east
sw	Level 01	east
easy	Level 01	easy
easier	Level 01	easy
easiest	Level 01	easy
easily	Level 01	easy
easiness	Level 01	easy
easygoing	Level 01	easy
edge	Level 01	edge
edged	Level 01	edge
edger	Level 01	edge
edges	Level 01	edge
edgewise	Level 01	edge
edging	Level 01	edge
educate	Level 01	educate
edu	Level 01	educate
educated	Level 01	educate
educates	Level 01	educate
educating	Level 01	educate
education	Level 01	educate
educational	Level 01	educate
educationalist	Level 01	educate
educationalists	Level 01	educate
educationally	Level 01	educate
educationist	Level 01	educate
educationists	Level 01	educate
educations	Level 01	educate
educative	Level 01	educate
educator	Level 01	educate
educators	Level 01	educate
miseducated	Level 01	educate
uneducated	Level 01	educate
egg	Level 01	egg
eggs	Level 01	egg
eight	Level 01	eight
eighteen	Level 01	eight
eighteenth	Level 01	eight
eighteenths	Level 01	eight
eighth	Level 01	eight
eighths	Level 01	eight
eighties	Level 01	eight
eightieth	Level 01	eight
eightieths	Level 01	eight
eights	Level 01	eight
eighty	Level 01	eight
either	Level 01	either
eleven	Level 01	eleven
elevens	Level 01	eleven
eleventh	Level 01	eleven
elevenths	Level 01	eleven
else	Level 01	else
elsewhere	Level 01	else
employ	Level 01	employ
employability	Level 01	employ
employable	Level 01	employ
employed	Level 01	employ
employee	Level 01	employ
employees	Level 01	employ
employer	Level 01	employ
employers	Level 01	employ
employing	Level 01	employ
employment	Level 01	employ
employments	Level 01	employ
employs	Level 01	employ
unemployable	Level 01	employ
unemployed	Level 01	employ
unemployment	Level 01	employ
empty	Level 01	empty
emptied	Level 01	empty
empties	Level 01	empty
emptiness	Level 01	empty
emptying	Level 01	empty
end	Level 01	end
ended	Level 01	end
ending	Level 01	end
endings	Level 01	end
endless	Level 01	end
endlessly	Level 01	end
ends	Level 01	end
unended	Level 01	end
unending	Level 01	end
endnote	Level 01	end
endnotes	Level 01	end
enjoy	Level 01	enjoy
enjoyable	Level 01	enjoy
enjoyed	Level 01	enjoy
enjoying	Level 01	enjoy
enjoyment	Level 01	enjoy
enjoys	Level 01	enjoy
unenjoyable	Level 01	enjoy
enough	Level 01	enough
enter	Level 01	enter
entered	Level 01	enter
entering	Level 01	enter
enters	Level 01	enter
unentered	Level 01	enter
especially	Level 01	especially
especial	Level 01	especially
even	Level 01	even
ever	Level 01	ever
forever	Level 01	ever
every	Level 01	every
everybody	Level 01	every
everyday	Level 01	every
everydayness	Level 01	every
everyone	Level 01	every
everything	Level 01	every
everytime	Level 01	every
everywhere	Level 01	every
exact	Level 01	exact
exactly	Level 01	exact
exactness	Level 01	exact
inexact	Level 01	exact
inexactness	Level 01	exact
except	Level 01	except
cept	Level 01	except
cepting	Level 01	except
excepted	Level 01	except
excepting	Level 01	except
excite	Level 01	excite
excitable	Level 01	excite
excitably	Level 01	excite
excitation	Level 01	excite
excitations	Level 01	excite
excited	Level 01	excite
excitedly	Level 01	excite
excitement	Level 01	excite
excitements	Level 01	excite
exciter	Level 01	excite
exciters	Level 01	excite
excites	Level 01	excite
exciting	Level 01	excite
unexciting	Level 01	excite
excuse	Level 01	excuse
excusable	Level 01	excuse
excused	Level 01	excuse
excuses	Level 01	excuse
excusing	Level 01	excuse
inexcusable	Level 01	excuse
expect	Level 01	expect
expectancies	Level 01	expect
expectancy	Level 01	expect
expectant	Level 01	expect
expectantly	Level 01	expect
expectation	Level 01	expect
expectations	Level 01	expect
expected	Level 01	expect
expectedly	Level 01	expect
expecting	Level 01	expect
expects	Level 01	expect
unexpected	Level 01	expect
unexpectedly	Level 01	expect
unexpectedness	Level 01	expect
expensive	Level 01	expensive
expensively	Level 01	expensive
inexpensive	Level 01	expensive
inexpensively	Level 01	expensive
inexpensiveness	Level 01	expensive
experience	Level 01	experience
experienced	Level 01	experience
experiences	Level 01	experience
experiencing	Level 01	experience
experiential	Level 01	experience
experientially	Level 01	experience
inexperience	Level 01	experience
inexperienced	Level 01	experience
explain	Level 01	explain
explained	Level 01	explain
explainer	Level 01	explain
explainers	Level 01	explain
explaining	Level 01	explain
explains	Level 01	explain
explanation	Level 01	explain
explanations	Level 01	explain
explanatory	Level 01	explain
unexplained	Level 01	explain
express	Level 01	express
expressed	Level 01	express
expresses	Level 01	express
expressible	Level 01	express
expressing	Level 01	express
expression	Level 01	express
expressionless	Level 01	express
expressionlessly	Level 01	express
expressions	Level 01	express
expressive	Level 01	express
expressively	Level 01	express
expressiveness	Level 01	express
expressly	Level 01	express
inexpressible	Level 01	express
unexpressed	Level 01	express
extra	Level 01	extra
extras	Level 01	extra
eye	Level 01	eye
eyed	Level 01	eye
eyeful	Level 01	eye
eyefuls	Level 01	eye
eyeing	Level 01	eye
eyeless	Level 01	eye
eyelet	Level 01	eye
eyelets	Level 01	eye
eyes	Level 01	eye
eyeliner	Level 01	eye
eyepiece	Level 01	eye
eyepieces	Level 01	eye
eyewall	Level 01	eye
face	Level 01	face
faced	Level 01	face
faceless	Level 01	face
faces	Level 01	face
facing	Level 01	face
facings	Level 01	face
fact	Level 01	fact
factly	Level 01	fact
facts	Level 01	fact
fair	Level 01	fair
fairer	Level 01	fair
fairest	Level 01	fair
fairly	Level 01	fair
fairness	Level 01	fair
unfair	Level 01	fair
unfairly	Level 01	fair
unfairness	Level 01	fair
fall	Level 01	fall
fallen	Level 01	fall
falling	Level 01	fall
falls	Level 01	fall
fell	Level 01	fall
downfall	Level 01	fall
downfalls	Level 01	fall
fallback	Level 01	fall
fallbacks	Level 01	fall
fallout	Level 01	fall
fallouts	Level 01	fall
footfall	Level 01	fall
footfalls	Level 01	fall
waterfall	Level 01	fall
waterfalls	Level 01	fall
family	Level 01	family
familial	Level 01	family
families	Level 01	family
subfamilies	Level 01	family
subfamily	Level 01	family
far	Level 01	far
farther	Level 01	far
farthest	Level 01	far
faraway	Level 01	far
farm	Level 01	farm
farmed	Level 01	farm
farmer	Level 01	farm
